company_id,year,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,dividend_payout_ratio,year_number,preset
DLF,Mar 2024,6.908270142781061,0.1225938982019223,5.966292134831461,0.1088049569147945,1.6519823788546255,2024,Low Debt
LICI,Mar 2024,49.44710986501021,0.0,256.0859375,0.1591344094587576,0.0366604751197575,2024,Low Debt
SBILIFE,Mar 2024,12.704588140595655,0.0,27.33333333333333,0.3313791900054983,0.7391763463569165,2024,Low Debt
CIPLA,Mar 2024,15.554557028383137,0.0209316258518684,35.29528985507246,0.7922417237881536,0.601829561868079,2024,Low Debt
BAJAJ-AUTO,Mar 2024,26.61418410330778,0.0660175402251225,146.08333333333334,1.1404534363562424,0.3762324857291126,2024,Low Debt
LT,Mar 2024,77.66510140873214,0.1034568888000799,3.139718250630782,8.027628521638107,0.2315559271885251,2024,Low Debt
JINDALSTEL,Mar 2024,13.410506363390198,0.3716941962270963,7.884080370942813,0.6400172860847018,0.0504795557799091,2024,Low Debt
JIOFIN,Mar 2024,1.153456416595399,0.0,155.9,0.0128052021565202,0.0,2024,Low Debt
LODHA,Mar 2024,8.895758200240426,0.4406663232010991,5.529045643153527,0.2185685834145514,,2024,Low Debt
HEROMOTOCO,Mar 2024,21.14243742584327,0.0342392225549466,47.24818577648767,1.4449202768324858,2.0042757883484765,2024,Low Debt
NAUKRI,Mar 2024,1.9661621835965897,0.008129006675038,20.314285714285717,0.0702707196098534,8.235294117647058,2024,Low Debt
TCS,Mar 2024,50.944313673485176,0.0886406082507266,82.6426735218509,1.6559406621205457,0.1258161782251242,2024,Low Debt
TRENT,Mar 2024,36.30776794493609,0.4309242871189774,5.355978260869565,1.727869310248534,0.5416384563303994,2024,Low Debt
TECHM,Mar 2024,8.987963553189097,0.0951291761970827,11.494897959183673,1.2050337203643189,6.25782227784731,2024,Low Debt
ASIANPAINT,Mar 2024,29.677488252883386,0.1321016659547202,37.0,1.187084044011906,1.043540842029507,2024,Low Debt
GAIL,Mar 2024,12.86154006000234,0.2830499889606088,19.908205841446453,1.068088347296268,0.3736241542966778,2024,Low Debt
EICHERMOT,Mar 2024,22.172346910501524,0.0232197284566361,84.88235294117646,0.7153796236210254,0.8747813046738315,2024,Low Debt
AMBUJACEM,Mar 2024,11.428984947896565,0.0168612504824392,23.18840579710145,0.5081135747230352,0.2532714225411566,2024,Low Debt
DRREDDY,Mar 2024,19.74233736816026,0.0708572237559283,46.39181286549707,0.7223053120165034,0.2151308712800287,2024,Low Debt
DMART,Mar 2024,13.56294790886726,0.0316611402289014,70.79310344827586,2.398875873795579,0.0,2024,Low Debt
PIDILITIND,Mar 2024,20.780302129178065,0.0454383252051861,53.09803921568628,1.0254223252732693,2.6903262736119062,2024,Low Debt
GODREJCP,Mar 2024,-4.45308779171297,0.2557548817272583,9.538709677419355,0.7664201826881253,,2024,Low Debt
NESTLEIND,Mar 2024,117.75449101796409,0.1032934131736526,40.08965517241379,2.318160220469448,2.008644800406814,2024,Low Debt
ABB,Mar 2024,32.46823465801568,0.0224384968910516,121.08333333333331,1.1263238975544,6.078268109908409,2024,Low Debt
INDIGO,Mar 2024,892.568306010929,0.0185792349726775,22.60232158211522,56.38625204582652,0.0,2024,Low Debt
HCLTECH,Mar 2024,23.01393141233172,0.0843502336551279,43.75768535262206,1.1101650405025958,0.5728835136855506,2024,High ROE
PFC,Mar 2024,26.1609340860332,8.521864217426122,0.5792243193816639,0.0880835748601615,0.0869203733796908,2024,High ROE
BOSCHLTD,Mar 2024,20.639920424403183,0.0032327586206896,41.07843137254902,0.9638144626908672,1.7670682730923692,2024,High ROE
BPCL,Mar 2024,35.511337343822305,0.7218747934157467,10.62472885032538,2.213651947949293,0.1228638445213894,2024,High ROE
LTIM,Mar 2024,22.904386052552702,0.1034568888000799,28.77027027027027,1.289464130119082,0.9160305343511452,2024,High ROE
TORNTPHARM,Mar 2024,24.15402567094516,0.5866394399066511,9.514124293785311,0.7396070320579111,3.4420289855072466,2024,High ROE
HINDUNILVR,Mar 2024,20.074973642078955,0.0289741887617634,57.817625458996325,0.7885945801322478,0.9336704921221552,2024,High ROE
TVSMOTOR,Mar 2024,26.22346698113208,3.833431603773585,2.8526970954356847,0.931491528650295,1.2928611579539069,2024,High ROE
RECLTD,Mar 2024,20.39653929343908,6.4249170872386445,1.5988713770535594,0.0866796426792851,0.2120890774125133,2024,High ROE
INFY,Mar 2024,29.788006718416632,0.0948635889055336,77.5,1.129760329363329,,2024,High ROE
BRITANNIA,Mar 2024,54.14869322506978,0.5239786856127886,19.3109756097561,1.8484347442680773,3.889409559512652,2024,High ROE
TATAMOTORS,Mar 2024,37.45613415294755,1.2631244259167669,5.962147005808132,1.1851234435931923,0.0220077341465715,2024,High ROE
PNB,Mar 2024,61.320565191187306,3.684256345007701,,1.5070262950629396,0.1965709293436714,2024,High ROE
IOC,Mar 2024,23.53162465856491,0.7230954600718581,9.59852810557036,1.6084096601703397,0.0926762586594379,2024,High ROE
BEL,Mar 2024,4744.047619047619,0.5119047619047619,420.9166666666667,125.88819875776396,1.0037641154328731,2024,High ROE
IRCTC,Mar 2024,34.39628482972136,0.0185758513931888,77.15789473684211,0.7010343129207027,4.23042304230423,2024,High ROE
COALINDIA,Mar 2024,45.16982956605826,0.0788468512027076,11.237732253454023,0.6018691588785047,0.1123926249029944,2024,High ROE
ITC,Mar 2024,27.851074395694365,0.0040667319849141,327.9125,0.7723477995509732,0.4047997686858464,2024,High ROE
BAJAJFINSV,Mar 2024,25.850351412279537,4.789368120938867,2.197345085182996,0.2053943414307379,0.0128246232766912,2024,High ROE
HAL,Mar 2024,3816.582914572864,0.6180904522613065,226.72093023255812,67.51333333333334,0.4081632653061224,2024,High ROE
LICI,Mar 2024,49.44710986501021,0.0,256.0859375,0.1591344094587576,0.0366604751197575,2024,High ROE
BAJAJ-AUTO,Mar 2024,26.61418410330778,0.0660175402251225,146.08333333333334,1.1404534363562424,0.3762324857291126,2024,High ROE
LT,Mar 2024,77.66510140873214,0.1034568888000799,3.139718250630782,8.027628521638107,0.2315559271885251,2024,High ROE
HEROMOTOCO,Mar 2024,21.14243742584327,0.0342392225549466,47.24818577648767,1.4449202768324858,2.0042757883484765,2024,High ROE
TITAN,Mar 2024,37.2192057915469,1.653145959757266,8.549273021001616,1.619298190002219,0.8009153318077803,2024,High ROE
TCS,Mar 2024,50.944313673485176,0.0886406082507266,82.6426735218509,1.6559406621205457,0.1258161782251242,2024,High ROE
TRENT,Mar 2024,36.30776794493609,0.4309242871189774,5.355978260869565,1.727869310248534,0.5416384563303994,2024,High ROE
ASIANPAINT,Mar 2024,29.677488252883386,0.1321016659547202,37.0,1.187084044011906,1.043540842029507,2024,High ROE
EICHERMOT,Mar 2024,22.172346910501524,0.0232197284566361,84.88235294117646,0.7153796236210254,0.8747813046738315,2024,High ROE
ADANIPOWER,Mar 2024,48.27674122146251,0.8023177656738903,5.380165289256198,0.5472399439185297,0.0,2024,High ROE
PIDILITIND,Mar 2024,20.780302129178065,0.0454383252051861,53.09803921568628,1.0254223252732693,2.6903262736119062,2024,High ROE
NESTLEIND,Mar 2024,117.75449101796409,0.1032934131736526,40.08965517241379,2.318160220469448,2.008644800406814,2024,High ROE
ABB,Mar 2024,32.46823465801568,0.0224384968910516,121.08333333333331,1.1263238975544,6.078268109908409,2024,High ROE
INDIGO,Mar 2024,892.568306010929,0.0185792349726775,22.60232158211522,56.38625204582652,0.0,2024,High ROE
HCLTECH,Mar 2024,23.01393141233172,0.0843502336551279,43.75768535262206,1.1101650405025958,0.5728835136855506,2024,Balanced
HAVELLS,Mar 2024,17.067275412917954,0.040687525177924,22.392857142857142,1.4952143489101584,3.461841070023604,2024,Balanced
BOSCHLTD,Mar 2024,20.639920424403183,0.0032327586206896,41.07843137254902,0.9638144626908672,1.7670682730923692,2024,Balanced
BPCL,Mar 2024,35.511337343822305,0.7218747934157467,10.62472885032538,2.213651947949293,0.1228638445213894,2024,Balanced
LTIM,Mar 2024,22.904386052552702,0.1034568888000799,28.77027027027027,1.289464130119082,0.9160305343511452,2024,Balanced
TORNTPHARM,Mar 2024,24.15402567094516,0.5866394399066511,9.514124293785311,0.7396070320579111,3.4420289855072466,2024,Balanced
HINDUNILVR,Mar 2024,20.074973642078955,0.0289741887617634,57.817625458996325,0.7885945801322478,0.9336704921221552,2024,Balanced
INFY,Mar 2024,29.788006718416632,0.0948635889055336,77.5,1.129760329363329,,2024,Balanced
BRITANNIA,Mar 2024,54.14869322506978,0.5239786856127886,19.3109756097561,1.8484347442680773,3.889409559512652,2024,Balanced
SUNPHARMA,Mar 2024,15.094161810671148,0.0514238145350024,54.69747899159664,0.5684929901064378,0.3537981269510926,2024,Balanced
TATAMOTORS,Mar 2024,37.45613415294755,1.2631244259167669,5.962147005808132,1.1851234435931923,0.0220077341465715,2024,Balanced
MARUTI,Mar 2024,15.750385351954783,0.0013896025036199,96.01030927835052,1.230295566502463,0.215005931198102,2024,Balanced
SIEMENS,Sep 2024,17.698769290877124,0.0181676108614963,51.73333333333333,0.8790861298865568,0.5886681383370125,2024,Balanced
IOC,Mar 2024,23.53162465856491,0.7230954600718581,9.59852810557036,1.6084096601703397,0.0926762586594379,2024,Balanced
BEL,Mar 2024,4744.047619047619,0.5119047619047619,420.9166666666667,125.88819875776396,1.0037641154328731,2024,Balanced
IRCTC,Mar 2024,34.39628482972136,0.0185758513931888,77.15789473684211,0.7010343129207027,4.23042304230423,2024,Balanced
ONGC,Mar 2024,16.940398136885513,0.4544486308481917,10.087796743182263,0.8332173339682772,0.0542897672545139,2024,Balanced
COALINDIA,Mar 2024,45.16982956605826,0.0788468512027076,11.237732253454023,0.6018691588785047,0.1123926249029944,2024,Balanced
DABUR,Mar 2024,18.355969997972835,0.1383539428339752,19.35483870967742,0.8205874569992061,2.926559911651021,2024,Balanced
ITC,Mar 2024,27.851074395694365,0.0040667319849141,327.9125,0.7723477995509732,0.4047997686858464,2024,Balanced
HAL,Mar 2024,3816.582914572864,0.6180904522613065,226.72093023255812,67.51333333333334,0.4081632653061224,2024,Balanced
CIPLA,Mar 2024,15.554557028383137,0.0209316258518684,35.29528985507246,0.7922417237881536,0.601829561868079,2024,Balanced
BAJAJ-AUTO,Mar 2024,26.61418410330778,0.0660175402251225,146.08333333333334,1.1404534363562424,0.3762324857291126,2024,Balanced
LT,Mar 2024,77.66510140873214,0.1034568888000799,3.139718250630782,8.027628521638107,0.2315559271885251,2024,Balanced
JINDALSTEL,Mar 2024,13.410506363390198,0.3716941962270963,7.884080370942813,0.6400172860847018,0.0504795557799091,2024,Balanced
HEROMOTOCO,Mar 2024,21.14243742584327,0.0342392225549466,47.24818577648767,1.4449202768324858,2.0042757883484765,2024,Balanced
TCS,Mar 2024,50.944313673485176,0.0886406082507266,82.6426735218509,1.6559406621205457,0.1258161782251242,2024,Balanced
TRENT,Mar 2024,36.30776794493609,0.4309242871189774,5.355978260869565,1.727869310248534,0.5416384563303994,2024,Balanced
ASIANPAINT,Mar 2024,29.677488252883386,0.1321016659547202,37.0,1.187084044011906,1.043540842029507,2024,Balanced
GAIL,Mar 2024,12.86154006000234,0.2830499889606088,19.908205841446453,1.068088347296268,0.3736241542966778,2024,Balanced
EICHERMOT,Mar 2024,22.172346910501524,0.0232197284566361,84.88235294117646,0.7153796236210254,0.8747813046738315,2024,Balanced
ADANIPOWER,Mar 2024,48.27674122146251,0.8023177656738903,5.380165289256198,0.5472399439185297,0.0,2024,Balanced
DRREDDY,Mar 2024,19.74233736816026,0.0708572237559283,46.39181286549707,0.7223053120165034,0.2151308712800287,2024,Balanced
DMART,Mar 2024,13.56294790886726,0.0316611402289014,70.79310344827586,2.398875873795579,0.0,2024,Balanced
PIDILITIND,Mar 2024,20.780302129178065,0.0454383252051861,53.09803921568628,1.0254223252732693,2.6903262736119062,2024,Balanced
APOLLOHOSP,Mar 2024,13.480392156862743,0.7688869665513264,5.33184855233853,1.1383944570541151,2.7807486631016043,2024,Balanced
NESTLEIND,Mar 2024,117.75449101796409,0.1032934131736526,40.08965517241379,2.318160220469448,2.008644800406814,2024,Balanced
ABB,Mar 2024,32.46823465801568,0.0224384968910516,121.08333333333331,1.1263238975544,6.078268109908409,2024,Balanced
INDIGO,Mar 2024,892.568306010929,0.0185792349726775,22.60232158211522,56.38625204582652,0.0,2024,Balanced
